11,202,281
21,341,37
22,204,64
1,63,37
2,56,68
3,57,100
4,65,131
5,77,160
6,87,192
7,102,225
8,123,250
9,150,271
10,172,279
12,231,278
13,259,268
14,281,254
15,300,235
16,313,209
17,323,182
18,331,154
19,343,124
20,349,87
